,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Sequel
5601,My Baby: First Steps,DS,2009,Simulation,SouthPeak Games,0.27,0.03,0.0,0.02,0.32,,,tbd,,Nobilis,E,0
5602,Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,0.25,0.06,0.0,0.01,0.32,92.0,33.0,8.4,41.0,Ubisoft,T,0
5603,Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,EA Bright Light,T,0
5604,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0.0,0.04,0.32,79.0,18.0,8.4,9.0,CAProduction,E,0
5605,Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32,,,,,,,0
5606,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0.0,0.02,0.32,,,,,,,1
5607,Just Dance 2016,X360,2015,Misc,Ubisoft,0.23,0.05,0.0,0.03,0.32,,,6,5.0,Ubisoft,E10+,0
5608,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5609,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.13,0.16,0.0,0.03,0.32,88.0,62.0,7.5,535.0,Blizzard Entertainment,T,1
5610,Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,0.08,0.05,0.16,0.04,0.32,81.0,8.0,8.4,69.0,Sega,T,1
5611,Bleach: Shattered Blade,Wii,2006,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,58.0,30.0,7.5,24.0,Polygon Magic,T,0
5612,FIFA Street 3,PS3,2008,Sports,Electronic Arts,0.08,0.18,0.0,0.06,0.32,63.0,37.0,6.9,19.0,EA Canada,E,0
5613,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0.0,0.01,0.32,64.0,15.0,tbd,,Pipe Dream Interactive,E,0
5614,Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,0.17,0.12,0.0,0.03,0.32,,,tbd,,EA Bright Light,E,1
5615,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32,85.0,10.0,7.8,5.0,EA Sports,E,0
5616,Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,0.06,0.14,0.07,0.05,0.32,67.0,36.0,6.3,18.0,Codemasters,M,0
5617,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.27,0.02,0.0,0.02,0.32,45.0,4.0,tbd,,Inti Creates,E10+,0
5618,Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,,,tbd,,Blitz Games,E10+,0
5619,DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,0.09,0.15,0.0,0.08,0.32,55.0,13.0,5.7,10.0,Codemasters,E10+,0
5620,Rally Cross,PS,1997,Racing,Sony Computer Entertainment,0.18,0.12,0.0,0.02,0.32,,,,,,,0
5621,Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,59.0,12.0,8.5,6.0,Konami,E,0
5622,Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,0.15,0.1,0.03,0.04,0.32,70.0,33.0,4.8,136.0,Hijinx Studios,M,0
5623,Extreme Pinball,PS,1995,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32,,,,,,,0
5624,Singularity,X360,,Shooter,Unknown,0.24,0.05,0.0,0.02,0.32,76.0,70.0,7.7,169.0,Raven Software,M,0
5625,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04,0.32,82.0,25.0,7.8,10.0,Harmonix Music Systems,E,1
5626,Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,0.12,0.14,0.0,0.05,0.32,,,,,,,0
5627,Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,0.12,0.13,0.0,0.08,0.32,49.0,11.0,6,32.0,"Buzz Monkey, EA Montreal",M,0
5628,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5629,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5630,Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,0.09,0.04,0.15,0.04,0.32,76.0,51.0,8.6,83.0,"Atlus, Dingo Inc.",T,1
5631,"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,0.14,0.15,0.0,0.03,0.32,,,,,,,0
5632,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.3,0.02,0.32,,,,,,,0
5633,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,,0.23,0.08,0.0,0.01,0.32,,,,,,,1
5634,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,68.0,19.0,8,8.0,Opus,T,0
5635,Wipeout 2,Wii,2011,Misc,Activision,0.3,0.0,0.0,0.02,0.32,,,tbd,,Endemol,E10+,0
5636,SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,0.23,0.08,0.0,0.01,0.32,,,,,,,1
5637,Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0.0,0.0,0.32,0.0,0.32,,,,,,,1
5638,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0.0,0.04,0.32,78.0,15.0,8.3,12.0,Toys for Bob,E,0
5639,Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,0.16,0.12,0.0,0.04,0.32,,,tbd,,Harmonix Music Systems,E10+,0
5640,Prey,X360,2006,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,79.0,80.0,7.3,117.0,Venom Games,M,0
5641,"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,0.23,0.08,0.0,0.01,0.32,,,,,,,0
5642,Dragster,2600,,Racing,Activision,0.3,0.02,0.0,0.0,0.32,,,,,,,0
5643,Frankenstein's Monster,2600,1982,Action,Data Age,0.3,0.02,0.0,0.0,0.32,,,,,,,0
5644,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32,70.0,5.0,7.5,4.0,Ubisoft,E10+,0
5645,Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,0.18,0.12,0.0,0.02,0.32,,,,,,,1
5646,Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,75.0,55.0,8.2,145.0,"Game Republic, JapanStudio",T,0
5647,Derby Stallion DS,DS,2008,Sports,Enterbrain,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5648,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,59.0,60.0,6.9,310.0,Airtight Games,M,0
5649,The Darkness II,PS3,2012,Shooter,Take-Two Interactive,0.14,0.13,0.0,0.05,0.32,79.0,28.0,7.6,127.0,Digital Extremes,M,1
5650,NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0.0,0.01,0.32,87.0,15.0,7.9,9.0,Visual Concepts,E,0
5651,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5652,Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5653,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5654,Sega Smash Pack,GBA,2002,Misc,Atari,0.23,0.08,0.0,0.01,0.32,60.0,14.0,tbd,,CodeFire,E,0
5655,All-Star Baseball 2005,PS2,,Sports,Unknown,0.16,0.12,0.0,0.04,0.32,72.0,13.0,8.6,21.0,Acclaim,E,0
5656,The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0.0,0.0,0.3,0.02,0.32,,,,,,,1
5657,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0.0,0.0,0.3,0.02,0.32,,,,,,,1
5658,Live A Live,SNES,1994,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5659,NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,74.0,29.0,8.8,16.0,Microsoft Game Studios,E,0
5660,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0.0,0.01,0.32,,,tbd,,BudCat,E,0
5661,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0.0,0.0,0.02,0.32,,,tbd,,Destination Software,E,0
5662,FIFA Street 3,X360,2008,Sports,Electronic Arts,0.14,0.14,0.0,0.03,0.32,63.0,48.0,6.9,18.0,EA Canada,E,0
5663,Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0.0,0.02,0.32,55.0,7.0,tbd,,Activision,T,0
5664,UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,0.03,0.0,0.0,0.28,0.32,,,,,,,0
5665,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,82.0,69.0,8,86.0,Eden Studios,E10+,0
5666,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0.0,0.0,0.02,0.32,58.0,15.0,8.7,30.0,EA Canada,T,0
5667,The Biggest Loser,DS,2009,Sports,THQ,0.18,0.11,0.0,0.03,0.32,63.0,5.0,tbd,,Webfoot Technologies,E,0
5668,Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,0.26,0.04,0.0,0.02,0.32,,,tbd,,Inti Creates,E10+,0
5669,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,81.0,50.0,7.9,31.0,Phantagram,M,0
5670,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0.0,0.04,0.32,64.0,11.0,tbd,,Terminal Reality,E,0
5671,Clive Barker's Jericho,X360,2007,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,63.0,46.0,7.4,70.0,"Mercury Steam, Alchemic Productions",M,0
5672,Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.18,0.11,0.0,0.03,0.32,,,7.5,178.0,Nixxes Software,M,0
5673,Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5674,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0.0,0.02,0.32,,,,,,,0
5675,Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72.0,10.0,8.7,11.0,Koei,E,0
5676,Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,0.29,0.0,0.0,0.02,0.32,,,tbd,,SScholastic Media,E10+,0
5677,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.1,0.17,0.0,0.05,0.32,75.0,39.0,5.4,555.0,Lionhead Studios,M,0
5678,Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,0.29,0.0,0.0,0.02,0.32,,,tbd,,Electronic Arts,E,1
5679,"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52.0,15.0,7.2,10.0,Artificial Mind and Movement,E,0
5680,DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0.0,0.2,0.32,87.0,4.0,6.4,5.0,FreeStyleGames,T,0
5681,Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,53.0,45.0,5.5,21.0,Access Games,M,0
5682,Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,0.15,0.11,0.0,0.05,0.32,63.0,13.0,6.6,9.0,High Impact Games,E10+,0
5683,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5684,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,82.0,39.0,8.2,68.0,"Namco Bandai Games America, Namco Bandai Games",T,0
5685,Chicken Blaster,Wii,2009,Shooter,Zushi Games,0.29,0.0,0.0,0.02,0.32,,,tbd,,Zoo Games,T,0
5686,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,71.0,29.0,8.8,19.0,Omega Force,T,1
5687,Shenmue II,XB,2002,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,80.0,31.0,9.3,96.0,Sega AM2,T,0
5688,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0.0,0.02,0.32,65.0,25.0,6.3,39.0,Radical Entertainment,E10+,0
5689,LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,TT Games,E10+,0
5690,Skylanders SWAP Force,XOne,2013,Platform,Activision,0.22,0.06,0.0,0.03,0.32,,,5.5,43.0,Vicarious Visions,E10+,0
5691,Heart of Darkness,PS,1998,Platform,Ocean,0.18,0.12,0.0,0.02,0.32,,,,,,,1
5692,Rugby World Cup 2011,PS3,2011,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,50.0,12.0,5.6,7.0,HB Studios Multimedia,E,0
5693,Virtua Striker 2,DC,1999,Sports,Sega,0.0,0.0,0.32,0.0,0.32,,,,,,,0
5694,F1 Race Stars,PS3,2012,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,Codemasters,E,0
5695,Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0.0,0.06,0.32,72.0,42.0,7.6,24.0,Triumph Studios,T,0
5696,WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,0.18,0.12,0.0,0.02,0.31,,,,,,,1
5697,Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0.0,0.09,0.31,57.0,8.0,tbd,,Amaze Entertainment,E10+,0
5698,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0.0,0.0,0.31,0.0,0.31,,,,,,,1
5699,BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.31,85.0,32.0,8.7,26.0,Arc System Works,T,0
5700,MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31,77.0,30.0,7.5,17.0,SCEA San Diego Studios,E,0
5701,Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0.0,0.01,0.31,70.0,14.0,8.9,16.0,Vicarious Visions,E,0
5702,Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,0.12,0.0,0.19,0.01,0.31,77.0,23.0,8,21.0,Atlus,E10+,1
5703,Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,0.13,0.16,0.0,0.02,0.31,74.0,17.0,7.5,1170.0,Iron Galaxy Studios,T,1
5704,NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,,,,,,,0
5705,Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,0.17,0.11,0.0,0.03,0.31,64.0,38.0,6.8,11.0,EA Bright Light,E10+,0
5706,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,,,,,,,0
5707,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,58.0,9.0,8.1,9.0,Hudson Soft,E,0
5708,Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0.0,0.01,0.31,70.0,9.0,6.6,5.0,BudCat,E,0
5709,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,SNES,1995,Platform,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,,,,,,,0
5710,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,,,,,,,1
5711,Mario Golf,GB,1999,Action,Nintendo,0.0,0.0,0.31,0.0,0.31,,,,,,,1
5712,Digimon World: Dawn / Dusk,DS,2007,Role-Playing,Namco Bandai Games,0.12,0.0,0.18,0.01,0.31,,,,,,,0
5713,Sesame Street: Elmo's Letter Adventure,PS,1998,Misc,NewKidCo,0.17,0.12,0.0,0.02,0.31,,,,,,,0
5714,Birthday Party Bash,Wii,2009,Misc,Take-Two Interactive,0.29,0.0,0.0,0.02,0.31,,,3,4.0,Cat Daddy Games,E,0
5715,NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,72.0,21.0,7.8,12.0,High Voltage Software,E,0
5716,FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0.0,0.04,0.31,59.0,29.0,7.9,52.0,EA Canada,E,0
5717,Monster Lab,Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,73.0,11.0,8.4,14.0,Backbone Entertainment,E10+,0
5718,Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,58.0,10.0,8.1,39.0,"Image Epoch, Imageepoch",T,0
5719,Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31,61.0,33.0,7.7,237.0,Access Games,M,0
5720,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,82.0,39.0,7.9,153.0,Atlus,M,0
5721,J Stars Victory Vs.,PS3,2014,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,,,7.9,11.0,Bandai Namco Games,,0
5722,Jampack: Summer 2003 (RP-M),PS2,2003,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,,,,,,,0
5723,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31,,,,,,,1
5724,Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31,,,,,,,0
5725,1001 Touch Games,DS,2011,Action,Avanquest,0.11,0.16,0.0,0.04,0.31,,,tbd,,Avanquest Software,E,0
5726,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0.0,0.01,0.31,73.0,39.0,7.3,20.0,Shiny Entertainment,T,0
5727,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31,63.0,16.0,tbd,,Namco Bandai Games,E10+,0
5728,Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,49.0,30.0,4.8,13.0,Arika,E,0
5729,Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0.0,0.01,0.31,78.0,37.0,6.6,19.0,Midway Studios - Los Angeles,M,1
5730,Batman: Arkham Origins,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.19,0.09,0.0,0.03,0.31,68.0,5.0,7.4,127.0,Human Head Studios,T,1
5731,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,,,,,,,0
5732,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,79.0,21.0,8.8,45.0,Atlus,T,1
5733,Einh?nder,PS,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31,,,,,,,0
5734,Tiny Toon Adventures: The Great Beanstalk,PS,1998,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,,,,,,,0
5735,Sonic Boom: Rise of Lyric,WiiU,2014,Action,Sega,0.19,0.09,0.0,0.03,0.31,32.0,28.0,3.6,587.0,Big Red Button Entertainment,E10+,0
5736,Metro: Last Light,XOne,2014,Action,Deep Silver,0.15,0.13,0.0,0.03,0.31,,,,,,,0
5737,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0.0,0.27,0.0,0.05,0.31,79.0,33.0,5.2,213.0,Blue Byte,E10+,0
5738,WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31,82.0,40.0,8.6,31.0,Studio Liverpool,E10+,0
5739,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.12,0.0,0.03,0.31,62.0,35.0,7.2,26.0,Etranges Libellules,E10+,0
5740,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0.0,0.0,0.02,0.31,,,,,,,0
5741,Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,,,,,,,0
5742,SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31,,,,,,,1
5743,Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,0.29,0.0,0.0,0.02,0.31,,,,,,,0
5744,Fuel,X360,2009,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,66.0,45.0,7,45.0,Asobo Studio,E,0
5745,Panzer Dragoon II Zwei,SAT,1995,Shooter,Sega,0.0,0.0,0.31,0.0,0.31,,,,,,,0
5746,Tropico 5,PS4,2015,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,76.0,17.0,7.1,110.0,Haemimont,T,0
5747,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,26.0,7.0,3.8,8.0,Wildfire Studios,T,0
5748,Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0.0,0.01,0.31,85.0,41.0,8.6,25.0,Gearbox Software,M,0
5749,LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,65.0,5.0,3.6,7.0,TT Games,E10+,0
5750,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005,Action,THQ,0.22,0.08,0.0,0.01,0.31,,,,,,,1
5751,Super Robot Taisen Complete Box,PS,1999,Strategy,Banpresto,0.0,0.0,0.29,0.02,0.31,,,,,,,0
5752,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.0,0.27,0.0,0.04,0.31,,,,,,,1
5753,Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0.0,0.05,0.31,81.0,51.0,3.3,29.0,Vicarious Visions,E10+,1
5754,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.13,0.15,0.0,0.03,0.31,60.0,5.0,tbd,,MumboJumbo,E,0
5755,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0.0,0.02,0.31,,,,,,,0
5756,Dark Void,X360,2010,Action,Capcom,0.19,0.09,0.0,0.03,0.31,59.0,69.0,6,61.0,Airtight Games,T,0
5757,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0.0,0.29,0.0,0.02,0.31,,,,,,,0
5758,Goemon's Great Adventure,N64,1998,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31,,,,,,,0
5759,Hot Wheels Turbo Racing,N64,1999,Racing,Electronic Arts,0.25,0.06,0.0,0.0,0.31,,,,,,,0
5760,Vigilante 8,N64,1998,Racing,Activision,0.25,0.06,0.0,0.0,0.31,,,,,,,0
5761,Bass Hunter 64,N64,1999,Sports,Take-Two Interactive,0.25,0.06,0.0,0.0,0.31,,,,,,,0
5762,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0.0,0.0,0.26,0.05,0.31,,,,,,,0
5763,Jikkyou Powerful Pro Yakyuu 4,N64,1997,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.05,0.31,,,,,,,0
5764,Happy Feet,DS,2006,Action,Midway Games,0.27,0.01,0.0,0.02,0.31,,,0.3,9.0,Artificial Mind and Movement,E,0
5765,Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.17,0.0,0.09,0.31,69.0,15.0,8.1,38.0,Rockstar London,M,0
5766,Mega Man Maverick Hunter X,PSP,2005,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79.0,34.0,8.3,44.0,Capcom,E10+,0
5767,J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31,,,,,,,0
5768,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,0.01,0.0,0.02,0.31,,,tbd,,"Human Soft, Ivolgamus",E,0
5769,Star Wars Jedi Knight II: Jedi Outcast,XB,,Shooter,Activision,0.23,0.07,0.0,0.01,0.31,81.0,24.0,6.8,15.0,Vicarious Visions,T,0
5770,Clash of the Titans,PS3,2010,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,41.0,28.0,1.7,17.0,Game Republic,T,0
5771,Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,81.0,15.0,9,21.0,Capcom,E,1
5772,Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0.0,0.0,0.03,0.31,67.0,23.0,5.6,8.0,Kush Games,E,0
5773,Pandora's Tower,Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,73.0,48.0,8,99.0,Ganbarion,T,0
5774,Mountain King,2600,1982,Action,CBS Electronics,0.29,0.02,0.0,0.0,0.31,,,,,,,0
5775,Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,,,,,,,0
5776,Lord of the Rings: Battle for Middle-Earth,X360,2006,Strategy,Electronic Arts,0.28,0.0,0.0,0.02,0.31,,,,,,,0
5777,Shaun White Snowboarding,PS2,2008,Sports,Ubisoft,0.15,0.12,0.0,0.04,0.31,,,tbd,,Ubisoft,E10+,0
5778,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.14,0.13,0.0,0.03,0.31,58.0,13.0,2.1,35.0,Electronic Arts,E,0
5779,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31,71.0,36.0,7.4,8.0,EA Sports,E,0
5780,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0,0.31,,,,,,,1
5781,MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.2,0.08,0.0,0.02,0.31,,,tbd,,,,1
5782,Jonah Lomu Rugby Challenge,X360,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,73.0,14.0,6,8.0,Sidhe Interactive,E,0
5783,Demolition Racer,PS,1998,Racing,Infogrames,0.17,0.12,0.0,0.02,0.31,,,,,,,1
5784,Midway Arcade Treasures 2,XB,2004,Misc,Midway Games,0.24,0.05,0.0,0.01,0.31,74.0,38.0,7.4,7.0,Backbone Entertainment,M,1
